h_reviewer_name,h_comment_date,h_reviewer_staydate,h_trip_type,h_rating,h_title_comment,h_content_comment,h_url
TIENVO,TIENVO  thg 6 2016, tháng 6 năm 2016, Đã đi du lịch với bạn bè,40,Hài lòng với kỳ nghỉ tại Furama resort,"Địa điểm thuận tiện, nhân viên thân thiện. Ăn sáng đa dạng.vì ks xây đã lâu nên hồ bơi không đẹp và không lớn như những resort 5 sao ở đà nẵng . Nên đi du lịch đà nẵng vào dịp hè vì thời gian này biển êm , và đẹp .",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or320-Furama_Resort_Danang-Da_Nang.html#REVIEWS
nguyentuyet2016,nguyentuyet2016  thg 6 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,50,Kỳ nghỉ hè Tuyệt vời của mẹ con tôi,"Ấn tượng đầu tiên của về Furama đó là sự nhiệt tình chu đáo của các nhân viên ở đây, vừa bước chân tới cửa khu resort bạn đã được chào đón hết sức nhiệt tình từ nhân viên lễ tân với khăn lạnh và nước hoa quả. Sau khi làm thủ tục check in xong chúng tôi được lễ tân đưa về tận phòng và giới thiệu về dịch vụ của resort. Phòng của chúng tôi là phòng hướng vườn rất đẹp và tiện nghì. Khung cảnh ở đây rất đẹp và mát mẻ, nhìn đâu cũng thấy là màu xanh, xanh của biển xanh của bể bơi, xanh của vườn cây xunh quanh các biệt thự. Thức ăn ở đây cũng rất ngon và đa dạng. Chúc tôi đã có 1 kỳ nghỉ tuyệt với ở nơi đây, con gái tôi gọi là Thiên Đường nghỉ mát.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or320-Furama_Resort_Danang-Da_Nang.html#REVIEWS
diemthuy1508,diemthuy1508  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,40,dịch vụ tốt nhưng giá cả khá cao,"gia đình tôi đã có kỳ nghỉ tuyệt vời tại Furama, nhân viên phục vụ rất tốt. Đồ đạc trong phòng tốt, chỉ có việc nhà mình ở 3 người nhưng chỉ cho 2 bộ đồ dùng (khăn, dầu tắm gội, socola mời phòng, nước uống ...). mini bar trong phòng quá bé, khó có thể pha trà, cà phê tại đó. tủ lạnh lúc mình check in quá hôi. Phòng mình còn bị người khác hút thuốc lá ngoài hành lang bay vào phòng làm phòng có mùi vô cùng khó chịu.
Thời gian check in quá muộn, quy định là 2h mà đến 2h nhà mình vẫn chưa nhận được phòng.phải gọi điện 2 lần thì mới dọn phòng xong và cho check in.
Giá phòng nghỉ quá mắc.
Thức ăn sáng phong phú, nhiều món nhưng không ngon. sữa chua không ngon. có 1 số món hết yêu cầu thêm nhưng ko thấy mang ra thêm.
Ngoài bàn phấn nên có thêm 1 bàn làm việc vì có nhiều lúc 2 người cùng cần cái bàn thì rất bất tiện.
Ổ cắm điện trong phòng rất bất tiện, không thể cắm được các loại chui cắm điện thường.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or320-Furama_Resort_Danang-Da_Nang.html#REVIEWS
GiapNguyen,GiapNguyen  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,40,Sẽ quay lại khi có dịp,"Cơ sở vật chất tốt, nhân viên thân thiện. Tuy nhiên có lẽ resort được xây lâu rồi, nên trang thiết bị hơi cũ, chưa xứng tầm 5*, cần nâng cấp cải tạo thêm.
Nhân viên khá thân thiện, dịch vụ chu đáo và nhanh chóng.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or325-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Hoangbaotram,Hoangbaotram  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với bạn bè,40,Lần đầu nghỉ tại Furama,"Tôi đã đến Đà Nẵng rất nhiều lần nhưng tháng 5/2016 là lần đầu tiên tôi nghỉ tại Furama. Vị trí thuận lợi, thái độ nhân viên nhẹ nhàng, dễ chịu (trừ 1 nhân viên đi kiểm phòng thái độ rất khó chịu). Đồ ăn ngon, đa dạng.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or325-Furama_Resort_Danang-Da_Nang.html#REVIEWS
phuongminh_svc,phuongminh_svc  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,40,Một kỳ nghỉ tuyệt vời,"Tôi đã có kỳ nghỉ tuyệt vời cùng gia đình tại Furama Đà Nẵng với chất lượng dịch vụ tốt, nhân viên thân thiện, nhiệt tình, bãi biển đẹp, không gian thoải mái và yên tĩnh tại khu villa. Nếu có dịp đến Đà Nẵng lần sau, tôi sẽ lại đến Furama Đà Nẵng.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or325-Furama_Resort_Danang-Da_Nang.html#REVIEWS
phuongtranvu3,phuongtranvu3  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,50,Tuyet voi FURAMA,"Khach san có khung cảnh rất đẹp.
Nhân viên phuc vụ thiệt tình, đặc biết có ông tổng giám đốc rất thiệt tình.
Nếu có kỳ nghĩ tại Đà Nẵng tôi chắc chắn sẽ tiếp tục chọn FURAMA.
Tôi rất hài lòng ở khu resort FURAMA.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or325-Furama_Resort_Danang-Da_Nang.html#REVIEWS
phanson001,phanson001  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch với gia đình,40,"Dịch vụ tốt, phong cảnh đẹp","Dịch vụ tốt, bể bơi và vườn cây rất đẹp, phòng hơi cũ, hình như hệ thống điều hoà sữa dụng hồi trần hay sao ấy, buổi chiều tối về thường có mùi thuốc là thoang thoảng trong phòng rất khó chịu, đã gọi nhân viên phản hồi nhưng mấy hôm sau vẫn thế. Tôi ở 3 đêm thì hai đêm bị mùi thuốc lá. Nhân viên phục vụ trên bãi biển tốt, nhiệt tình.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or325-Furama_Resort_Danang-Da_Nang.html#REVIEWS
quangdang,quangdang  thg 5 2016, tháng 5 năm 2016, Đã đi du lịch theo đôi,50,Tuyệt vời,"Tôi rất thích về chất lượng dịch vụ,đặc biệt cô nhân viên tên Hồng rất vui vẻ nhiệt tình,và hỗ trợ tôi khi tôi cần đến.Phòng ở rất đẹp và cao cấp,hồ bơi rất đẹp.Nhìn chung tôi hài lòng khi ở đây,tôi sẽ quay lại trong thời gian tới.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or330-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Luong T,Luong T  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với gia đình,50,Chúng tôi đã có kì nghỉ vui vẻ,"Phục vụ khách sạn tốt, vui vẻ. Các chỉ dẫn hướng dẫn đầy đủ. Chúng tôi ở phòng hướng ra biển có view rất đẹp. Duy nhất có điểm chưa thực sự tốt là phòng chơi của trẻ. Tôi có 1 cháu 11 tuổi, 1 cháu 4 tuổi, hai cháu đều không thỏa mãn.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or330-Furama_Resort_Danang-Da_Nang.html#REVIEWS
haianh_phan,haianh_phan  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với gia đình,30,"thư thái, thoải mái","Rất tiếc chúng tôi đã không có kì nghỉ thoải mái như mong muốn, vì phòng nghỉ là loại phòng không có bồn tắm. Gia đình tôi lưu lại khách sạn 4 đêm, nhưng các đồ sinh hoạt tối thiểu cần hàng ngày như bàn chải, bông tai...không được bổ sung đều đặn các ngày...thường xuyên phải gọi để được phục vụ.
Chất lượng dịch vụ phòng thấp hơn tiêu chuẩn 5 sao!!",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or330-Furama_Resort_Danang-Da_Nang.html#REVIEWS
nguyenhuyenthanh0175,nguyenhuyenthanh0175  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với bạn bè,40,Rất tốt,"Mọi dịch vụ đều tuyệt vời, nhân viên thân thiện, lịch sự, phòng đẹp, nội thất sang trọng, bãi biển đẹp, thực đơn ăn sáng phong phú, nhưng chúng tôi có một đêm mất ngủ vì phòng có muỗi, mặc dù chúng tôi nghỉ tại tầng 4",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or330-Furama_Resort_Danang-Da_Nang.html#REVIEWS
trungvinalines,trungvinalines  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch theo đôi,40,Cam on Furama,"Rat tot, cam giac trai nghiem thu vi
Tien nghi va dich vu deu kha hoan hao.
Be boi du rong, nuoc am, thiet ke phu hop, tiec la ko co bon tam (Bath tub) trong phong
nhan vien than thien , va chuyen nghiep.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or330-Furama_Resort_Danang-Da_Nang.html#REVIEWS
tranghc72,tranghc72  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với gia đình,50,Nơi nghỉ dưỡng tuyệt vời,"Không gian tuyệt đẹp, nhận viên thân thiện, mọi dịch vụ đều rất tốt. Tôi cùng gia đình đã thoải mái thư giãn tại đây. Tôi thực sự hài lòng và sẽ trờ lại đây cùng với gia đình của mình trong kỳ nghỉ sau tại Đà Nẵng.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or335-Furama_Resort_Danang-Da_Nang.html#REVIEWS
hoa_hdec,hoa_hdec  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với bạn bè,40,Khu nghỉ dưỡng Furama,"Điểm tốt:
1. Không gian xanh, sạch, đẹp
2. Bãi biển đẹp
3. Nhân viên than thiện, chu đáo
Điểm chưa hài long:
1. Phòng ốc hơi cũ kĩ, và không có tiện nghi gì ngang tầm với khách sạn tương đương
2. Thời gian nhận phòng 2pm là chưa phù hợp lắm, vì thông thường các khách sạn khác cho check in lúc 12pm",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or335-Furama_Resort_Danang-Da_Nang.html#REVIEWS
nhan624,nhan624  thg 4 2016, tháng 4 năm 2016, Đã đi du lịch với gia đình,30,rất mong resort ngày càng nâng cao chất lượng phục vụ,"Chúng tôi đã có 1 kỳ nghỉ dưỡng tại resort nhân chuyến thăm đà nẵng. Nhân viên lễ tân , phục vụ phòng rất nhiệt tình. Khung cảnh đẹp, không gian xanh. Rất xứng đáng đẳng cấp 5 sao.
Tuy nhiên chúng tôi kiến nghị resort nên chấn chỉnh nghiêm 2 vấn đề:
1. Tôi ăn buffer buổi sáng tại resort rồi ra sân bay và bị ngộ độc thực phẩm đến ngày hôm nay chưa khỏi.
2. Cháu bé nhà tôi bị hụt chân rơi xuống bể bơi, sặc nước. Mặc dù tôi ở bể bơi phía trên tóm được tay cháu nhưng vì thành bể cao, ko kéo lên được. Nhân viên bể bơi đứng cạnh đó nhưng ko có biện pháp gì đưa cháu lên bờ vì sợ ướt quần áo. Nếu chồng tôi ko chạy lại kịp thì ko biết bao giờ cháu mới được cứu lên. Mặc dù sau đó tôi ko tỏ thái độ gì với nhân viên bể bơi nhưng đây là 1 việc không thể chấp nhận được về đạo đức của người cứu hộ.
Rất mong những khách khác chúng tôi sẽ không bao giờ gặp tình trạng này xảy ra.
Xin chân thành cảm ơn!",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or335-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Dohaitnmt,Dohaitnmt  thg 4 2016, tháng 2 năm 2016, Đã đi du lịch với gia đình,40,Gửi quý khách sạn Furama,Noi chung la dat yeu cau su lua chon cua toi nhung van con hạn che o phòng ngủ hoi bị ngột ngạt. Tôi thực sự chưa được hài lòng lắm. Nếu phòng o thoáng hơn chắc rằng kỳ nghỉ cuối tuần của chúng tôi sẽ tuyệt vời hơn,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or335-Furama_Resort_Danang-Da_Nang.html#REVIEWS
Bích Quỳnh N,Bích Quỳnh N  thg 3 2016, tháng 2 năm 2016, Đã đi du lịch với gia đình,50,Dịch vụ rất tuyệt vời,"Tôi là khách hàng quen thuộc ở Furama.
Tôi rất hài lòng về dịch vụ tại Furama. Trong đó , có cô nhân viên ruby ngọc đã giúp tôi và gia đình rất happy ; tôi sẽ quay lại sơm va giới thiệu thêm bạn bè đến đây.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or335-Furama_Resort_Danang-Da_Nang.html#REVIEWS
nguyenvanthanh,nguyenvanthanh  thg 2 2016, tháng 1 năm 2016, Đã đi du lịch với gia đình,50,chợ quê Furama thật tuyệt vời,"Tôi là người dân Đà Nẵng,mấy năm nay năm nào tôi cũng tham gia chợ quê được tổ chức tại khu nghỉ mát Furama.Tôi sinh ra và lớn lên ở vùng quê,tôi cũng từng theo mẹ đi chợ tết nhiều lần từ khi 5-7 tuổi,nhưng ký ức không còn nhiều trong tôi.Furama đã tái hiện phần nào về khung cảnh chợ quê,nhất là vào dịp cận tết,giống như một lễ hội với nhiều món ăn dân gian,đúng nghĩa ngon,bổ,rẻ.Tôi thầm thán phục về tài trang trí của các nhân viên ở đây,công phu,tỷ mỹ đến từng chi tiết,năm nay có một sự thay đổi lớn đó là khu vực đón khách sang trọng hằng ngày bỗng chốc biến thành một vườn mai sống động với thảm cỏ xanh,con đường gạch cổ kính.Không chỉ riêng tôi,gia đình tôi mà cả những khách tham gia chợ quê đều cảm nhận được sự bình yên,được hương vị quê,sự đơn sơ,mộc mạc qua không gian,qua từng món ăn,qua cách bố trí,bày biện mà theo tôi nghĩ rằng người tổ chức đã dùng hết tâm huyết của mình để sưu tầm,để chế biến,để làm sống lại không gian chợ quê ngày tết.Tôi và gia đình cùng bạn bè sẽ tham gia nhiều năm chợ quê nữa,để mỗi năm tôi lại thấy một làn gió mới trong khâu tổ chức nhưng vẫn giữ được hồn quê.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or340-Furama_Resort_Danang-Da_Nang.html#REVIEWS
nblan1969,nblan1969  thg 1 2016, tháng 1 năm 2016, Đã đi du lịch theo đôi,40,Chúng tôi rất hài lòng,"Chúng tôi đã có 3 ngày nghỉ dưỡng thoải mái. Phòng rất rộng rãi và có ban công trông ra vườn rất thoáng. Khi đến, tôi đã rất ấn tượng với một cô nhân viên ra tươi cười đón tiếp lịch sự và nhẹ nhàng. Các bạn làm thủ tục check-in rất nhanh và sẵn sàng hỗ trợ yêu cầu riêng của chúng tôi. Tôi thích nhất là được ngồi chit-chat ở ban công và ăn sáng buffet. Đồ ăn phong phú và ngon! Cafe latte buổi sáng cũng rất ngon!",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or340-Furama_Resort_Danang-Da_Nang.html#REVIEWS
tranhonlong999,tranhonlong999  thg 1 2016, tháng 12 năm 2015, Đã đi du lịch theo đôi,40,Dịch vụ rất tốt,"Khách sạn vị tri tuyệt vời cho việc nghĩ dưỡng và tham quan du lịch, bãi biễn đẹp và sạch. Thức ăn ngon phong phú. Dịch vụ chu đáo, nhân viên thân thiện, tuy nhiên giá cả tương đối cao, nhưng mọi thứ đều tuyệt vời.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or340-Furama_Resort_Danang-Da_Nang.html#REVIEWS
BUITHANHTHUAN,BUITHANHTHUAN  thg 1 2016, tháng 1 năm 2016, Đã đi du lịch với gia đình,50,thật tuyệt vời,"tôi đã có một kỳ nghỉ lễ thật vui vẻ và hạnh phúc bên người thân của mình. chúng tôi được dữ tiệc đón mừng năm mới thật trang trọng và ý nghĩa. tất cả khách dự tiệc đều mặc áo dài, đặc biệt là những du khách nước ngoài rất thích thú khi lần đầu tiên mặc quốc phục của Việt nam. Buổi tiệc rất ấm áp, với phần biểu diễn nghệ thuật rất đặc sắc các tiết mục đều mang văn hoá Việt đến các du khách nước ngoài. phần ẩm thực cũng hết sức đa dạng với các món ăn cả Việt nam và nước ngoài, hải sản tươi ngon với nhiều món ăn cho thực khách lựa chọn. tôi cũng rất hài lòng về cung cách phục vụ của nhân viên.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or340-Furama_Resort_Danang-Da_Nang.html#REVIEWS
lanha86,lanha86  thg 1 2016, tháng 12 năm 2015, Đã đi du lịch theo dạng công tác,40,đánh giá chung,"mình đặt phòng đôi nhìn ra vườn. phòng rộng rãi, sach sẽ, nhân viên khách sạn phục vụ tận tình. tuy nhiên do là ở phòng bên dưới nên hơi tối và đi vào những ngày mưa có mùi ẩm mốc. còn lại mình rất ưng ý.",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or340-Furama_Resort_Danang-Da_Nang.html#REVIEWS
haonguyenchitchiu,haonguyenchitchiu  thg 1 2016, tháng 1 năm 2016, Đã đi du lịch với gia đình,40,"Mọi việc ổn, cho tới khi quá tải xe điện về Villa","Furama là nơi tôi ghé lại nhiều lần vì dịch vụ chu đáo của họ. Bây giờ dù có nhiều người Trung Quốc tới gây ồn ào hơn, nhưng vẫn là một nơi đáng đến. Tuy nhiên, Furama cần nhiều xe điện / người lái xe điện hơn để khách ở villa không phải chờ đợi quá lâu",https://www.tripadvisor.com.vn/Hotel_Review-g298085-d302750-Reviews-or345-Furama_Resort_Danang-Da_Nang.html#REVIEWS
